00-00	secakdiibrokaasacaasakalosdiipiisitthimonussa
00-01	dooyyolokhoenyothaa kaarototualoskaalosecakdiithlaithnuurocaabapiikamnnoeta ningositthismoephaapoknaa ningositthimino qaacaloka duuro phtero ryyadakahuutabaanorobasasamaacikataamngoqasanaikruasaaromonussa koecaakroehnaiseriiphaapo yutdithomo ningosandiphaapoknungopiphopolooka.
00-02	dooyyolokhoenyothaa kaarominototualoskaalo ningokaarobromaathamoelongaayositthimonussa naamqooyomaanoqampoe praiphsaisaahaavyongokhnongo thvoeqooyokdaukrohaayodalosatisambaconynyo'monussacaati ningothaa kaarochaanodalopiphopo lookamuayo daelomonussataamngolaayomaanoseriiphaapoknungokaaroniyaayosdii ningocomnya ningophaaporuacaphutapiikaarophoyo khlaaca ningotukotaphaapo truuvobaanobrokaasathaacaasecakdiibraathnaadakhposabamphutarobasamonussatuutau.
00-03	dooyyolokhoenyothaa caakaarocaambaaca daelositthimonussatruuvotaebaanokaaropaarodooyoniitirodttha doembiiciesa vaangokumqooyomonussabangkhamcitdacaacungokrooyobangqasa bahboorobrochaamngotolonoengoqamnnaacaphdaacakaaro ningokaarokaabasangkata.
00-04	dooyyolokhoenyothaa caakaarocaambaaca daelotruuvoloekastuayokaaropongriikatomnaakatomnongocaamitdaphaapo rovaango brocaacaatinaanaa.
00-05	dooyyolokhoenyothaa brocaacaatitaamngolaayonaisahabrocaacaati baanobrokaasabanycaakasaarocaathmiiknungo thommonunynyosahabrocaacaati nuuvocomnyarobasakhluanotauloesitthimuulodtthaanonaimonussa loesecakdiithlaithnuuro loetamlairobasa monussa ningoloesamophaaponaisitthirovaangoburosaningosdrii hoeyobdecaanyoloekastuayovodtthonophaaposangkomo ningokamrita ciivophaaporosanauqooyokaanotaebrosoeroloengo knungoseriiphaapokaanotaetuulomtuulaayo.
00-06	dooyyolokhoenyothaa dooyosahabrotibatdikaarocaamuayoqangkokaarosahabrocaacaati rodtthacaasamaacikataamngo qasasanyaathvoeqooyomaanokaarokooropocaasakalo ningokaarobrotibatdinuuvositthi ningoseriiphaapomuulodtthaano.
00-07	dooyyolokhoenyothaa kaaryoloduucaknaamuayoqampiisitthiningoseriiphaapotaamngoneh maanosaarosamkhaanobamphuta doembiibampenyonuuvokaarosanyaakhaangoloe.
00-08	qaasroyohetuneh mohaasannibaatabrokaasathaa ;
00-09	secakdiibrokaasacaasakalosdiipiisitthimonussaneh caaqutdamokotiruamodaelobrocaapolorodtthakroba²brotesa ningo brocaacaatitaamngoqasatruuvothvoeqooyobaanosamreca doembiiqooyobukkolokroba²ruuba ningoqangkokaarosangkomotaamngoqasa dooyo roksaakhcaabacaaniccaknungosmaarotiirobasakhluano nuuvosecakdiibrokaasaneh khitakhambroengobraengobannduhbanndaalokaarokooropositthi ningoseriiphaapotaamngoneh taamoryo'kaarobangrienoningokaaroqabarom hoeyoningokhambroengo braengothaanaaqooyomaanokaarototualo skaalo ningokaaroqanuvotdacaasakalo ningodooyosakdisitthi nuuvositthiningoseriiphaapo dooyovithaanokaarocaati ningoqandarocaati daelomaanolokkhanno'riikacamroenocaalomdaaba taamngoknungocamnnoomobrocaapolorodtthanairodtthasamaacika taamngoknungocamnnoomo brocaapolorodttha daenodiidaelosthitanaukroomodaenosamotthakiccanairodtthataamngonooh.
01-00	maatraa 1
01-01	monussataamngoqasa koetamokamaanoseriiphaapo ningosamophaapo knungophnaekasecakdiithlaithnuuroningositthi. monussa maanovicaaronnonynyaannoningosatisambaconynyo'caabapiikamnnoeta hoeyokobbiibroproetdacampoohknaatauvinyotaumoka knungo smaarotiiphaatarophaapocaabangobquuno.
02-00	maatraa 2
02-01	monussamnaaka² qaacabroebraasasitthiningoseriiphaapotaamngoqasa daelomaanocaengoknungosecakdiibrokaasaneh dooyokmaanokaarobrokaanobaengocaekabaebannaamuayo maanocaaqaati puucosaasano ponnosamburo pheto phaasaa saasanaa motinyoobaayo ryyamotiphsengo²tieta doemokamnnoetacaati ryyasangkomo tropyosambatdi kamnnoeta ryyasthaanophaapo datai²tietaloeyo.
02-02	loesapiineh minotruuvothvoekaarobrokaanobaengocaekannaamuayo dooyosamqaangotauloetthaano'khaangonyoobaayo khaangodaenosamotthakicca ryyakhaangoqandarocaatirobasabrotesa ryyadaenodiidaelobukkolonnaamnaakarosanau toohbiicaabrotesa ryyadaenodiinoohqekaraacyokdii sthitakroomoqaannaapyaabaalokdii ryyakmaanosvoyokrobakrongokdii ryyasthitakroomokaarodaaka kamritaphsengotietannaamuayo daloqathibateyyophaapokdii.
03-00	maatraa 3
03-01	bukkolomnaaka² maanositthirosaraanomaanociivita seriiphaapo ningosandisukhaphtaalokhluano.
04-00	maatraa 4
04-01	kmaanocononnaamnaaka truuvosthitaknungotaasaphaapo ryyasthitaknungophaapocaaqnokabamroedaacathlailoeyo. taasaphaapo ningotaasapaanniccokammo taamokrobatomrongotaamngoqasa truuvohaamokhaata.
05-00	maatraa 5
05-01	kmaanocononnaamnaaka truuvototualotaarunnokammo ryyakaarobroproetdimokaloekhluano ryyatonndokammokhoorokhau qamonussa thomo ryyabanthookabantaababaanoloeyo.
06-00	maatraa 6
06-01	conokrobaruuba maanositthiqooyoketotualoskaalobukkolikalokkhanno'kotiyutdarobasakhluano naukrobatiikanlaengo.
07-00	maatraa 7
07-01	conokrobaruuba maanositthismoeknaacampoohmukhacbaaba ningomaanositthitotualokaarokaaropaaropiicbaabasmoe²knaa dooyo kmaanokaaroroesaqoengo. monussakrobaruuba maanositthitotualokaarokaaropaarosmoe²knaa brochaamngonoengokaaroroesaqoengonnaa daeloromloopholoesecakdiibrokaasaneh promotaamngobrochaamngonoengokaaronyuhnyongo qooyomaanokaaroroesaqoengo.
08-00	maatraa 8
08-01	monussakrobaruuba maanositthirokadamnnoohsraayosakdisitthimuayonaucampoohmukhasaalaacomrohkdiicaati daelo maanosamotthakicca campoohqampoetaamngolaayonnaadaeloromloophositthimuulodtthaanorobasakhluano daelotruuvobaanototualoskaalo dooyorodtthathommonunynyo ryyadooyocbaaba.
09-00	maatraa 9
09-01	kmaanocononnaamnaaka truuvobaanocaabakhluano khumkhluano ryyanirotesakhluano taamoqampoecitdaloeyo.
10-00	maatraa 10
10-01	monussakrobaruuba maanositthismoeknaapenyolenyo sumqooyotulaakaaroqekaraacyoningominolomqiengo pinityoryango kdiirobasakhluanocaasaathaaronno' ningodooyosamothomo doembiisamrecaloesitthiningokaatapvokicca ningoloephaaposamohetu phalo naikaarocootobrokaanotaamngolaayokhaangobatoprohmotonndomokaloekhluano.
11-00	maatraa 11
11-01	cononnaadaelocaabacootopiibatolmoesaprohmotonndo truuvosanmotacaaconokmaanotoosa rohuutadalopirutthophaapo truuvobaanorokakhoenyo nauknungosavonaakaarocaasaathaaronno' daelomaanokaarothaanaacaambaaca doembiiqooyocononoohkaaropaaro khluano.
11-02	kmaanocononnaamnaaka truuvobaanophdantaatoosapiibatolmoesaprohmotonndo dooyoqampoeryya kaarokhakakhaanominobaano thvoe boeqampoe ryyakaarokhakakhaanoneh minobaanocaengoknungocbaabacaati ryyaqandarocaati thaacaabatolmoesaprohmotonndonaupelo thvoeqampoe ryyamaanokaarokhakakhaanoneh. duucaknaanehdaero minotruuvomaanokaarophdantaatoosa qooyothngonocaangotoosadaelobaano kamnnotaqooyoqanuvotda knungoqamlungopelodaelobatolmoesabaanokoetaloengoloeyo.
12-00	maatraa 12
12-01	kmaanomonussannaamnaaka truuvorongokaaroromloophocrietacraekataamoqampoecitdaknungociivitaqekacono kruasaaro tii lomnau ryyakaarochloeyochlongo ryyakaarothvoeqooyopahpaalodalokitdiyosa ningokerdichmoohrobasakhluanobaanoloeyo. conokrobaruuba maanositthi totualokaarokaaropaaropiicbaaba brochaamngonoengokaarocrietacraeka ryyakaaropahpaalobaebaneh.
13-00	maatraa 13
13-01	monussakrobaruuba maanositthithvoedamnnoerodooyoserii ningomaanositthicroesaroesanivesanodtthaano knungorodttha muayo.
