00-00	liklaleaang akheaangaraamnih alunliukmwai
00-01	piuaimnihtannnyagamliung siiuphaaiut gunnsikkhaamnih mapaaklung nuugawmigh tupsmahnnyaskaatuai akheaangaraagamliungwwan tapaiaatheaanhwangwan sdaspacmatsamtii nnyaskaa rantmaakeu akheaangblabba akheaangnwankeubabwaidhar akheaangbbiuhlalamtangh dhtamsajiungmuula gakeaanmnihpiuaitaareaang.
00-02	latuuhwanspakaakeu akheaangaraamnihgh madhpuugeu cangkhrang khiuhparen hwanlep dhmnih nwanlaksan runmeukramkra paliiupalaabwiungmnihkiiutaagh daceudacatuai tnahna gwankaligwan akheaanghiiuga blablabbabbakiiu, swakgwanakheaang nwandharpathe nwanrhesheslapwakiiu, swakgwanblabbatit nuuaraamaphekgmank keuaan kleaawbyeukahangtaagamliungaiusiiukiiu atiungmnihpiuaitaa rantmaalaw slungaiut gakeaanmnih khiuhtmiuhbbiuhsriuhmwai gwanmankgatawgh giungcwanlaw tangrantman slungaiuthengra.
00-03	cakaaaweutuai aupdhupdmanng hwanmwaikeusneaatw keuaan ddeuddiukmanngtaagh mahaajangamliung lakkaroaiut glanngddaanhwanmwaituai datawcnehplangata nnyannghwandhaaagh darheshe akheaangaraamnihtuai sdaceudnaalaw nakeu sneaawupade mwaithekreaang.
00-04	mwaiddungkeumwaiddung nnyanngsgeaanslungpatiun parengpheaaabrew kleaankdda ddukkew chaankmin nnyasakaagh dhtangnwanpmik mwaiddaanddaanra.
00-05	kminddung lupgakeaankulasamaggataa nnyagamliungwwan danwandharpathe rheshesajiungakheaangaraamnihtammuula, nguhmamnih keuaan sikkhaamnih, akheaangtupsmah akraamnihtrun keu mnihbrotangh spabadhaanlaw likkasuk pattinyaanykulasamaggatuai pddaiakraa akheaangslapwagh swakgwanslungpatiun sannitthaan sgeaanslungpatiun parengmnih keuaan bhawakachanngmnih sgeaantotakreaang.
00-06	kminddung lupgakeaankulasamaggataa panngteaaaikeu gakeaankulasamaggatuai sdakeukatipaang swakgwanslungpatiunkachanng akheaangaraamnihgamliung keuaan sajiungakheaangblabbataa atiungmwaiglati swaksgeaandgetbakrapcapaaamaangh dagacaankleaanreaang.
00-07	latuu akheaangaraamnihkeuaan akheaangblabbagh nnyanngsgeaankliuhketmwaicwanmaantuai atiungmakeulawkatipaangheng sgeaandhamankaaaruprogh dhtangpmikjneaaaiutra.
00-08	jmaapmnih,
00-09	jmaapgakeaantaalew latuuliklaleaangtrataagh checiuttuai atiungmwaiglati capkeuakheaangaraa gamliung keuaan akheaangblabbagh rheshetuai bateaankeupannyaa, keulannyaattuai lwiiparaaaaakiiu, keaannnyaddungkwaan manwandmanng pddaidesakminddung keaanddungkeaangakeaankulasamagga keuaan pddaikeudesa bwiungddunggamliungtaagh dayiukdiuk akheaangaraanaanaa keuaan akheaangblabbataa swaksgeaanciuptaromaan nuukeukachanngddung ceukeu kachanngglatimaan sdapatitjrahat lwiiparaaaaa bwaimaanngjna nakeutangrantman akheaangaraamnihwwan dhtiungkhii swakmnih pddaialunliuktuai nuukeusabhangsiiklii kulasamaggawwan laleaangtrannaa liklaleaangtra akheaangaraamnihglatira.
01-00	piud 1
01-01	mnihgamliung aiusiiutaawwan canuuslatit nuugawgno dhmnihslapwaaiuttuai akheaangaraa keuaan sikkhaamnihtaa tup smahra. mnihtaagh nwankeudharcangkhrangkeuaan samtiinnyaann dhawpaapaiaa khiuhparennwantuai nnyamwai keuaan nnyamwai thekkeu sdadgetbak chakcheaannnyaskaa naciutdhaatkeaandenare.
02-00	piud 2
02-01	jmaapmnihwwan capkeugakuu, aranngphyuncnaan, ling, arewbhaasaa, saasnaamarheshe, parengddungkwaan (hwansengmga) dhardunggiungtnahh, keaanddung (hwansengmga) capkeu majakachanngmnih, draprat gunndhana, jaati majagakuu keuaan kachanngalannggamliung paakhraa hwanmwai mwaisaa nnyanngsgeaandungcasiung akheaangaraa keuaan akheaangblabba tuppgh atiungmadhamankthbbalaw pddailiklaleaangtra wwanra. tuaiplan spasajiungkeu kminddungmnihmwaimwaimanngcanng (hwansengmga) ddungmagwanlew aweuaaannaa bwaimablabbadhdh, madhdesa kulasamagga thingdawmangmwailawkiiudh, madhdesa hwangwanlaw akheaangaweuaaannaa nadadhaupdhupaleujakukiiudhdh, nakeuaweuaaannaakeulaw pddaikeu desamwaimwaikiiudh spahiutkeu parengddungkwaan akheaangciirengsneaaw (waa) kachanngalanngglakawtuai paakhraatheaan akheaangaraamnih hwangwanra.
03-00	piud 3
03-01	jmaapmnihtaa akheaanggyiungtolamyiiu, akheaangblabba keuaan akheaanggiiukliiu parengpuugeumnih danwanra.
04-00	piud 4
04-01	mnihaleumwaigh dadungspakeaanddik (waa) dadungspannaa keaanraitawkhwaa hwangwanra. ceudnaakmaatladeuaaa kamleaanspa keaanddik keuaan biiuprangswanraankeaanddikra.
05-00	piud 5
05-01	mnihaleumwaigh dadungddeuddiukpyaipyaan (waa) runmeukramkra, hwanbabwaikeu sabhomnih, kleaanspachakcheaannnyanngro sikkhaamnih sgeaanjracheaaa (hwansengmga) keuduhdan hwangwanra.
06-00	piud 6
06-01	jmaapmnihwwan pddaigatamuksneaawupadegh nadadhmnihmwaiheng akheaangdadungspacmatsamtii danwanra.
07-00	piud 7
07-01	mnihgamliungtaa aiusiiu pddaiaraaciirengsneaaw (gabut) gh gwandungcasiung akheaangtupsmahtuai gwanakheaangtupsmah pddaiaraaceudnaamangmwaira. latuu liklaleaangtrannaagh nnyaleuphankplanmanngkeudh, dadungpaakhraatuai chakcheaanmanngkiiudh jmaapmnihgh akheaanggwandungcasiung pwamaceudnaamangmwai pddaisneaawupadegh datupsmahra.
08-00	piud 8
08-01	jmaapmnihwwan yawra dadungphankpaliiu akheaangaraasajiung majiunnnhanglaw atiungsajiungdakpatansneaaw (hwanseng) nakeusneaawupade apddaiddungmga nakeurungsneaawdharkminddung dakeuparengceudnaa mangmwaiaaa ceukeuciuptaroreaang.
09-00	piud 9
09-01	mnihaleumwailew sdadungrap nakeubabwaidhawhwansengkiiu dakkhyuklawkiiu, sdadungbakpatit nuuddungkiiu spahwangwanra.
10-00	piud 10
10-01	jmaapmnih akheaangnwanswakgwandungcasiungtupsmah pddaiaraakallang phyengabut nuukeurungsneaawdharslapwa hwanbakmukmwaimwailpaa nwankeuparengtaptaghtuai  akheaangnwan taalyiungnwan swakgwanceudnaaaaa gabutmaphyenlawphyensgutswaat apddaiaraaceaaailaw amhugabut latuunnyaghreaang.
11-00	piud 11
11-01	jmaapmnih dadungceaaaicaplaw amhugabutwwan swakgwankalengdungshkhalew amhugabut madungceaaailawgh madanwankeu tangdunglyiung aiusiiutuai ceukeu rungsneaawdharmahaajannnyaddungkwaangh atiungupade kalileaanduhdan nwanreaang hwangwanphyennniimga yropuugeuwwan duhhwanmwaireaang dadungspacmatsamtiira.
11-02	akhingkalileaanduhgh nakeuupadeapddaiddungkiiudh, upadeddungnaanaakiiudh khnanbadhlaw upadepddaiaraagh hwanmwaimga nnyaaleumwailew duhhwanmwaira. yawranuukeu rungsneaawdhar keuduhmwaimwaisaamga bbakbbetnuukeuduh madakeuthektuai keuhwangwanra.
12-00	piud 12
12-01	nnyaaleumwailew hwangwandadungluppathuai pddaiaraakicca akheaangaraaslapwapuugeu, kminsngi, sngitthaan seukeu likkeuprangnangtaa (waa) hwanmwaikeusneaawmwaisaa ddiukhariuk araagunnsikkhaa keuaan caraaaigunn nnyamwaimwaira. yawra luppathuaisaannaamga yropuugeu dadunggh nakeuupade akheaangceudnaa danwanreaang.
13-00	piud 13
13-01	jmaapmnih apddaipayyeudnakkmiunddungjaku matantogh bwaimaslapwa akheaangaaaklungchuaipranngmanngcanng tantonwanreaang.
13-02	jmaapmnih siiumapaalupddungjaku matantokiiu, ddungleuhwanhiiu akheaangcaddatit keuaan akheaangkalengcoddungjaku danwan reaang.
14-00	piud 14
14-01	jmaapmnihwwan swakgwanblanuu parengddeuddiuk spamaankrankratuai yawtanto pddaiddungjaku hwangwanmga akheaangaaatjuudiiuddungsaaang danwanreaang.
14-02	amhugabut hwanchengkeuparengddungkwaan biiuprangdaceudacakeu rantman keuaan muusajiungnuukulasamaggatuai amhumadadungceaaailawgh akheaangcakaa atiungpiud (1) latuuten akheaanghwangwanra.
15-00	piud 15
15-01	jmaapmnih akheaangdunggiungket keaanddungmwaiddung nwanreaang.
15-02	nnyaaleumwailew parengdhkeaanddungjakugh dadungrupsiitheaan hwanmwaibabwaidhargh hwandadung siiukeu akheaangaraa jakuprannglhaaaikeaanddunggh kayyaantapaiaaklen hwangwanra.
16-00	piud 16
