00-00	?
00-01	Panichanu tamasa taykua kayapi kupanimajicha ikicha nuka kiniana amimaja anakijaunuka taikua inianu. Witsaka akasujunuka iya yakawi witsaja ikicha niakawiria nukaka kuakinu akasujutsaka ta nuka nukima. Panicha katsata kupanimajicha kayapi ikicha kujinianu ta nuka tina ku panimajicha nukicha nuka kayapi witsata ikicha taikua anakijaunu nuka iniaunu, panichanu injia kui akuinaja tarajita kiraka kiriiana niatajinia.
00-02	Panichanu ikicha tamanu rikuanu kupanimajicha ikicha kiaraka kiniana amimaja niatajinia kayapui ikimajicha nuka kau kayapi ikinu, panicha tauku, itiumu ikicha akasujunu nishika iya nuka ta kiniana yakawiria ikicha.
00-03	Panicha cha nuka nishima niata akuinaja aramujun tia nuka ikicha kiaraka kiniana amimaja niata jinia charanishujanu kiraitia witsaja kayapiwa.
00-04	Panicha aramujun kiniana kupanicha majicha ikicha nuka ikicha utatinuka.
00-05	Kiraitia kiniana amimaja
00-06	Akatsajuka anicha ahi
00-07	Akatsuju kiraitia rikuanu kayapuina ta nuka tia panichanu kawiriaja niatajinia ikichanu nukinu panicha tia nuka aitikua nukaka ishinu kawiriaja charanishijanu ku niata jinia tamanuka kiniana niata jinia inauja rapakajinia.
01-00	Akatsuju 1
01-01	Kawiriaja kayapuina ichaukui ta nuka pucha panicha kupanimajicha cha nuka nishima ikicha kiniana panicha tamanuka kanata ikimajicha.
02-00	Akatsuju 2
02-01	Kawiriaja jinia kayapui ikicha akasujunuka ichanu rikuanu taikua anaijiki ikicha imininu, amitachi, atupama, piatsau, cha nuka nishima, cha nuka mina tamanu kutukinu kiraitia, kutukinu, ta nuka kauraka ichakui ikichanu.
02-02	aikua nuka ikicha nuka mina ikicha cha nishima, taikua akasujunuka witsaja itiauraja kuanu niatajinia, kiraka niata, ku rapaka cha nuka panichanu tamanu nayapui na injia cha nuka mina itiama kana ti itiama kanati ikicha chama kiniana ikicha.
03-00	Akatsuju 3
03-01	Kawiriaja kayapuina ikichanuiki rikuanu kupanimajicha quehaja ta nuka iki nuka kujinianu ku ikicha kayapi.
04-00	Akatsuju 4
04-01	Tamasa kunaja ikicha kayapuina taikua nuka kanati mashakinu ikicha.
05-00	Akatsuju 5
05-01	Taikua kana ti nuka ikicha, mashakinu tarajita ka taraitianu kayapuina ikicha.
06-00	Akatsuju 6
06-01	Kawiriaja kayapui ichanu na rikuanu ja kawiriaja niata jinia.
07-00	Akatsuju 7
07-01	Kawiriaja ichanu ta amasha nuka tauikua nukichaja, rikuanu kujinianu akatsujunuka rikuanu injia ikicha.
08-00	Akatsuju 8
08-01	Kawiriaja kayapui ichanu nukaki aitimajanuka witsaja ta kiniana kiraka kuanu niata katsaka cha aramujuka kana ti atakua ta nukiti nuka jinia kunumashira kiniana kiraka niata jinia.
09-00	Akatsuju 9
09-01	Kana ti ikicha cha nuka ata yana chaiku taraitianu ikicha taikua nuka amunu.
10-00	Akatsuju 10
10-01	Kawiriaja ichanu kayapi uina ta nukapanicha ikinu, ta nuka taujinuka kuanu, niatajinia, iriaja witsa nuka ta nuka rikuanu na kupanimajicha nuka iria nishauti ta na nuka ti na kana ikicha charanishijanu.
11-00	Akatsuju 11
11-01	Kawiriaja kayapui anajiki kaushicha ikicha rikuanu taikua nuka nukiti ku itiauraja ikichanu akasujuka nuka panicha aramujuo ku ikicha.
11-02	Kana ti ikicha mashakinu taikua nuka cha mina,taikua itiauraja atija rikuanu kiraka niata jinia, kanakua ikicha cha nuka iya mashakinu.
12-00	Akatsuju 12
12-01	Kanakua ku ikicha kuyajaka ku itiama, ku aramaja, ku niatajinia taikua anakijaunu. Kawiriaja ichanu nuka ta kujinianu icha mina wikaishina wikashinu akasujuka.
13-00	Akatsuju 13
13-01	Kawiriaka nuka ikicha rikuanu puchakinu aukukujinia panichanu ku itiama ikicha iwanu rapaka kiraitia niata.
13-02	Kawiriaja kayapi ichanu rikuanuka ta nuka ikuama taka niata, ku ikicha niata, chatima ku ikuaka niata jinia.
14-00	Akatsuju 14
14-01	Kawiriaja kayapi ichanu rikuanu nuka pajinu ikicha nuka ta ka niatajinia.
14-02	Ta nuka rikuanu ikicha taikua panicha kaushichana charanishijanu kuyajaka ta nukaka kiraitia niata kiniana amimaja.
15-00	Akatsuju 15
15-01	Kawiriaja kayapi rikuanu ichanuka kayapuina.
15-02	Kanati ikicha kuyajaka nuka ikicha kayapuina na taikua, rikuanu kuatichatai kayapuina ikichajinia.
16-00	Akatsuju 16
16-01	Cha nuka nishima aparua tauku, itiumu ikichanu ta nuka rikuanu cha nuta panichanu puchaka taikua taka ikicha kayapuina, piatasau, ikicha akamuiraka ta nuka nishika aramaja ta ikicha tawijuka ikinu akamuiraka panikia ta nuka tamakukinia akamuiraka.
16-02	Tamanuka panicha cha nuka nishima panichanu ikicha iriyanu, irichanu akamuiraka nuka ikicha.
16-03	Ta nuka aramaja kupanimajicha nuka kuanu niatajinia ta nuka iria kujiinianu kawiriaja niata jinia.
17-00	Akatsuju 17
17-01	Kawiria kayapui na ichanu rikuanu ka ikimajicha, tamanuka nukaki kiniana ikicha.
17-02	Kanata ikicha kuyajaka ku ikimajicha.
18-00	Akatsuju 18
18-01	Kawiriaja ikichanu nuka panicha cha nuka nishima ku tukinu, piatsau ta nuka, ikicha rikuanu, na kuatichatai panicha tia atijia nuka, ku piatsau, tamanu, kiniana tia niatajinia, tia nuka kuyaka ja ikicha nuka aiti.
19-00	Akatsuju 19
19-01	Kawiriaja napanicha kayapi ikichanu nukaja panicha cha nuka nishima rikuanu ati, atijia ta ikicha rikuanu cha nukiti ikicha charanishijanu ati akatsujunuka ikicha chama taikua nuka ikicha kanati taukimajanuka kiniana.
20-00	Akatsuju 20
20-01	Kawiriaja kayapi ikicha ta panicha rikuanu na kiniana amimaja.
20-02	Kanati ikicha anakijaunu taikua panicha kiniana.
21-00	Akatsuju 21
21-01	Kawiriaja kayapi ichanu rikuanu puchaka cha nuka meiri ani akaminu ku kuanu niata jinia ikicha nukichanu panicha cha nuka icha.
21-02	Kawiriaja kayapi ichanu nuka panichanu, nuka kunaja ikicha icha.
21-03	Niata panichanu ikicha tapuka akauminu shima aiti cha nuka ikicha ani nukicha nuka tawijuka kati, kati nuka kunumashira na iriaja yanachaiku atanu katsaka panicha, kana tina ikicha aramujuka ikinia ta kiniana panicha ikicha atanu.
22-00	Akatsuju 22
22-01	Kawiriaja tia nuka ikicha nuka icha kujinianu ta nuka ichanu aramujun kiraitia na kiniana aitimajanuka tamanu kuanu niatajia tawijuka rikuanu kauraka, kinia kayapuina, na irishiaiti kupanimajicha ikimajanu ta nuka panicha nishika ku ikicha taukuruka.
23-00	Akatsuju 23
23-01	Kawiriaja kayapi ichanu nuka rikuanu kunaja panicha na icha tawijuka kunaja marutanuka ikicha takujinianu taikua marujanu.
23-02	Kawiriaja kayapi ichanu ta nuka tina rikuanu taikua charanishijanu panicha kanaja kuakinu iria kaurakaikicha.
23-03	Kawiriaja kunaja kayapi rikuanu ikicha kuakinu kupanicha kauraka tawijuka kupanimajicha aramaja nuka icha ikimajanuka kataka utatijinia cha nuka na kupanimajicha iriaja kanati aramujun ikicha.
23-04	Kawiriaja ichanu kayapi rikuanu nishika niata kiniana kiniairi kupanimajicha kujinianu.
