00-00	. yongs·khyab·gsal·bsgrags·'gro·ba·mi'i·thob·thang,
00-01	 'gro·ba·mi'i·khyim·tshang·khag·gi·nang·mi·yongs·la·rang·bzhin·nyid·nas·yod·pa'i·che·mthongs·dang·'adr·mnyam, sus·kyang·'phrog·tu·mi·rung·ba'i·thob·thang·bacs·kyi·gnad·don·rtogs par·byed·pa·ni, 'dzam·gling·nang·gi·rang·dbang·dang, drang·bden, zhi·bde·bacs·kyi·rnang·gzhi·lte·ba·yin,
00-02	'gro·ba·mi'i·thob·thang·la·snang·chung·khyad·gsod·dang, dma·'bebs·byas·pa·la·brten·nas·kla·klo'i·byed·stangs·shig·byung·yod·pa·ste, de·ni·mi'i·rigs·kyi·bsam·tshul·bzang·po·dang·mi·mthun·pa'i·gans·tshul·zhig·byung·ba·red,'gro·ba·mi'i·rigs·la·gtam·brjod·dang, dad·mos·kyi·rang·dbang·skung·skyob, dgos·mkho·sgrub·pa'i·rang·dbang·bacs·la·longs·su·spyad·chog·pa'i·'dzam·gling·zhig·'byung·thabs·de·ni·spyir·btang·mi·mang·yongs·kyi·re·'dod·che·shos·shig·tu·nges·pa·rgya·khyab·yongs·su·grags·pa·yin,
00-03	skye·bo·dag·gis·'u·thug·thabs·zad·kyis·rkyen·pas·btsan·dbang·dang, gnyaa·gnon·la·ngo·rgol·sger·langs·byed·pa'i·mtha·ma'i·bya·thabs·lag·bstar·mi·dgos·pa·zhig·byed·na, de·ni·khrims·lugs·drang·'dzin·gyi·sgo·nas·'gro·ba·mi'i·thob·thang·la·srung·brtsi·byed·pa·de·rang·gal·gnad·che·ba·yin,
00-04	rgyal·khab·khag·gi·dbar·mdza·mthun·gyi·'brel·ba·yar·rgyas·gong·'phel·gtong·rgyur·'bad·brtson·che·bskyed·dgos·pa·de·ni·ha·cang·gal·gnad·che·ba·zhig·yin,
00-05	mnyam·sbrel·rgyal·tshogs·kyi·mi·mang·rnams·kyi·rang·dbang·rgya·che'i·thog·nas·sgrig·yig·gi·gzhi·rtsa'i·rang·dbang·dang, 'gro·ba·mi'i·thob·thang, 'gro·ba·mi'i·che·mthongs·dang·os·mthongs, pho·mo·'adr·mnyam·bacs·la·blo·mos·gdengs·'khel·gyis·spyi·tshogs·yar·rgyas·gong·spel·la·nus·shugs·'don·pa·dang, 'tsho·ba'i·gans·tshad·legs·su·gtong·rgyur·sems·thggtsang·mar·bcad·yod,
00-06	'thus·mi'i·rgyal·khab·tshos·mnyam·sbrel·rgyal·tshogs·dang·mnyam·mthun·gyi·thog·nas·'gro·bmi'i·thob·thang·dang, gzhi·rtsa'i·rang·dbang·la·spyi·yongs·nas·mos·bkur·dang·brtsi·'jog·shugs che·byed·pa'i·las·don·de·dag·khong·tsho·rang·nyid·nas·lag·len·legs·par·bstar·rgyu'i·khas·len·byas·yod,
00-07	gong·gsal·thob·thang·dang, rang·dbang·'di·rnams·tshang·mas·shes·par·byed·pa·de·ni, khas·len·byas·pa'i·don·snying·lag·len·mthil·phyin·bstar·ba'i·thabs·tshul·gal·gnad·che·shos·shig·yin.
00-08	gans·lugs·'di·ltar·la·song·da·cha·tshogs·chen·nas·khyab·bsgrags·bya·rgyur,
00-09	mi·mang·thams·cad·dang, rgyal·khab·thams·cad·kyi·don·du·yongs·khyab·gsal·bsgrags·'gro·ba·mi'i·thob·thang·'di·dag·kun·gyi·mig·dpe·lta·bur·yongs·su·'grub·par·byed·pa'i·mtha·don·snying·po·ni·skye·bo·re·re·dang, spyi·chogs·kyi·sde·tshan·re·re·nas·gsal·bsgrags·'di·don·yid·la·brtan·por·rgyun·du·bzung·ste·myong·'khrid·dang, slob·ston·la·brten·nas·thob·thang·dang, rang·dbang·'di·dag·la·brtsi·bkur·rgya·cher·byed·pa·dang·'brel·rgyal·khab·khag·dang, rgyal·spyi'i·thog·du·de'i·gans·tshad·gong·mthor·gtong·ba·dang, de·dag·yongs·su·khyab·pa·dang, shes·rtogs·dang·brtsi·bkur·dngos·su·'byung·thabs·su·'thus·mi'i·rgyal·khab·khag·gi·mi·mang·tsho·dang, khong·tsho'i·khrims·dbang·og·tu·yod·pa'i·mnga·khul·gyi·mi·mang·bacs·tshang·mas·'di·don·lag·len·bstar·rgyur·'bad·brtson·byed·dgos·pa·yin,
01-00	don·tshan·dang·po,
01-01	'gro·ba·mi'i·rigs·rgyud·yongs·la·skyes·tsam·nyid·nas·che·mthongs·dang, thob·thnggi·rang·dbang·'adr·mnyam·du·yod·la, khong·tshor·rang·byung·gi·blo·rtsal·dang·bsam·tshul·bzang·po·'don·pa'i·os·babs·kyang·yod, de·bzhin·phan·tshun·gcig·gis·gcig·la·bu·spun·gyi·'du·shes·'dzin·pa'i·bya·spyod·kyang·lag·len·bstar·dgos·pa·yin.
02-00	don·tshan·gnyis·pa,
02-01	skye·bo·re·rer·gsal·bsgrags·'di·nang·bkod·pa'i·thob·thang·dang·rang·dbang·ste, mi·rigs·dang, sha·mdog, pho·mo, skad·yig, chos·lugs, srid·don·bacs·sam, 'dod·tshul·gzhndag·dang, rgyal·khab·dang·spyi·tshogs·kyi·'byung·khungs·, mkhar·dbang, rigs·rgyud, de·min·gans·tshul·'di·rigs·gang·yang·rung·bar·dbye·'byed·med pa'i·thob·dbang·yod.
02-02	da·dung·rgyal·khab·bam, sa·gans·gang·zhig·rang·btsan·yin·pa·dang, lta·rtogs·og·tu·gans·pa, rang·gzhung·rang·skyong·ma·yin·pa, gzhan·dag·bdag·dbang·tshad·'dzin·yod·pa·bacs·ji·ltar·yang·de·dag·gi·skye·bo·gang·zhig·skid·don·dang, khrims·dbang, rgyal·spyi'i·gans·stangs·bacs·kyi·thog·tu·khyad·prmi·dbye·ba·yin.
03-00	don·tshan·gsum·pa,
03-01	skye·bo·re·rer·srog·'tsho·ba·dang, rang·dbang·la·spyod·pa, lus·po·bde·skung·bacs·kyi·thob·thang·yod.
04-00	don·tshan·bzhi·pa,
04-01	su·yin·rung·tshe·gyog·dang, bran·gyog·tu·bkol·ba·dang, tshe·gyog·dang·bran·gyog·nyo·tshong·bacs·kyi·rigs·rnams·lag·len·mi·chog·pa'i·bkgab sdoms·byas·yod.
05-00	don·tshan·lnga·pa,
05-01	su·yin·rung·mnar·gcod·gtong·ba·dang, yang·snying·rje·bral·zhing·mi·spyod·las·'ads·pam, ma·rabs·kyi·spyod·tshul·bacs·te, sdig·nyes·can·gyi·bya·spyod·'dzin·pa'i·rigs·mi·chog,
06-00	don·tshan·drug·pa,
