00-00	Yirisaro fɔɔku consiroma ãduriya mii
00-01	Ti ka cɔɔtɛ maa yissaro Fɔɔku mii da ta nɛki sa o i se o yon; o i Fɔ da i o daari;
00-02	Ti ka cɔɔtɛ maa nɔɔre yirisaro ta yaate kpɛɛmma boma mii, da nɛki-di panto o se o yon o i Fɔ da i o daari;
00-03	Tika cɔɔtɛ maa yirisaro Fɔɔku ta wiri, da nɛki-dì nɛɛ yiro ta bo, o nukpiikiba ǹ yi o tetin-na;
00-04	Ti ka turi ti cɔɔtɛ maa kpeeto tɔkitibu ta daari tinkpanne na de tɔre;
00-05	Ti kanka cɔɔtɛ maa pe na do bà ta da i biinni Fɔɔku ǹ sooki ku yì bà daari-na;
00-06	Ti ka cɔɔtɛ maa ànduriya kaatooya, yaa ta yau na yirisaro Fɔɔku darima yaama ya ta yɛmbiri da seena ya ǹ kaate ya ǹ yiìrun sabare-de ta yau-na maa yirisaro Fɔɔku daari-ma yaama ya te de:
01-00	Pɔpɔɔma (1)
01-01	Yiriba na bà sikindo dare bà mɛɛri, da seena yirimma mii bà ta da i nɛki bà tɔɔba.
02-00	Yɛnnɛma (2)
02-01	Yirisaro ba o wan, nɛɛ o ta bo, da nɛkidi o i yinri maa o ta da i Fɔ da sooki da i o daarina.
03-00	Tarɛmma (3)
03-01	Yirisaro Fɔɔku na kù consiroma yi yonda pɔɔpɔra-di boma-mii.
04-00	Naasɛmma (4)
04-01	Yirisaro o ba da i Fɔ sa yombitu.
05-00	Nuũtɛmma (5)
05-01	Da ba tiri sa yiro ǹ yi Fɔ pɔntu na yaroobu-mii yaŋisi tori.
06-00	Kparitɛmma (6)
06-01	Yirisaro nɛ o ta Fɔ o i tɛm o yirimma tori.
07-00	Berentɛmma (7)
07-01	Yiraba mɛ-di bà maasi booti yaama consiroma mii, batisima paa.
08-00	Nɛitɛmma (8)
08-01	Yirisaro ba o wan ǹ boti sa o bibi o ǹ yirimma booti dannamii, o ka mɛɛnde sa bà nɛki bà o di wɛ̃ɛnu yaŋisi tori.
09-00	Wɛitɛmma (9)
09-01	Da ba tiri sa bà finni yirisaro, karan o yeri o tiŋu yaŋisi tori.
10-00	Piika (10)
10-01	Yirisaro ba o wan bà ka o pɛɛ yaama sa o maa ba wɛ̃ɛnu; bootidamu teera yɛɛmbɛ bà o ǹ yire ma mii.
11-00	Piika na ma yon (11)
11-01	Yirisaro ba wan bà ka o pɛɛ yaama, sa booti-dana teera maa cɔɔtɛ ba mɛɛnde sa o daari-di da mɛɛna-di o ǹ yirimma maa o ta mu ǹ boti bà o ma kpinsire yiri kutire nuŋa.
12-00	Piika na ma yɛnni (12)
12-01	Yirisaro ba o wan, o ǹ yeete mii, tɔ dɛɛyoŋo ka ǹ o yasire-ti yaŋisi tori, o da sooki-di o wo bo bootu.
13-00	Piika na ma taari (13)
13-01	Yirisaro ba o wan, o ǹ yeete mii, tɔ dɛɛyoŋo ka ǹ o yasire-ti yaŋisi tori, o da sooki-di o wo bo bootu.
14-00	Piika na ma naasi (14)
14-01	Yirisaro bà ka o tɔŋɛ o ǹ tinkpaanne, o da sooki-di o kori tinkpaandɛɛnde.
15-00	Piika na ma nun (15)
15-01	Da nɛki-di sa yiro ba o wan, o i boti tinkpaanyeetande.
16-00	Piika na ma kparun (16)
16-01	Yirisaro, ti yon-di; do ba o wan na pe ba o wan bà da sooki-di bà mansa. Sa bà yeema yi bà daari-na, da i bà yeetitɔɔba na bà tinkpaanne nukpiikkiba da i bà tetirina.
17-00	Piika na ma beren (17)
17-01	Yirisaro o ka bo o yon, ya na tɔɔba kari; da nɛki sa o i boti o ǹ yoŋandenda.
18-00	Piika na ma nɛi (18)
18-01	Yirisaro ba o wan o tan da sooki-di o yori maa ota bansiti yirikutire-mii, yì yeema sooki ma i daari-na.
19-00	Piika na ma wɛi (19)
19-01	Yirisaro tan ba da i dɔɔsi-ti sa o tɔkɛ tɔɔba dabaru wo o ta yindi wo ka pori.
20-00	Piisu yɛnni (20)
20-01	Yirisaro ba o wan o ǹ baŋa ka o pɛ, o da sooki-di o yuŋi kaatorede mii o ta nɛki.
21-00	Piisu yɛnni na ma yon (21)
21-01	Yirisaro, da nɛki o i yinri maa o ǹ tinkpaande yaama ta coonni, o i pukiri yerisu su den nɔɔre dè tan tara o peeke. Da tori mari ba saba dosibu ka bo, o tara taka o nɛ doo na o ǹ baŋa kà yon sabare-de o ta nɛki.
22-00	Piisu yɛnni na ma yɛnni (22)
22-01	Yirisaro yon wɛ̃ɛrun ba o ǹ sɛku boma mii, da seena yiriba ta da i tetina bà tɔɔba Fɔɔku sooki ku yì bà daari-na.
23-00	Piisu yɛnni na ma taari (23)
23-01	Yirisaro nɛ o ta Fɔ, da nɛki o tondi yerika ka o ta da i pukiri sɔɔtima.
23-02	Na tɔɔba kari yi ta ka pukiri, yi cɔntu i mɛɛ, yi nɔɔya i mɛɛ, yi yeriŋa sooki ka i coonna tirima.
24-00	Piisu yɛnni na ma naasi (24)
24-01	Yerento ba o wan da nɛki-di o ǹ yerika yuure cɛ bà ta o pɛ Fɔɔsima, o sooki o fakina tinkpaantɔya tɔya o tɔsɛ na o yon maŋima na simma.
25-00	Piisu yɛnni na ma nun (25)
